ticker_query,title,source,time_published,overall_sentiment_label,overall_sentiment_score,local_keyword_sentiment,summary,url
AAPL,This Magnificent 7 stock is a good ’tactical long into earnings’: Morgan Stanley,Investing.com,20260420T114410,Somewhat-Bullish,0.30401,2,"Morgan Stanley analyst Erik Woodring views Apple as a ""tactical long"" ahead of its upcoming earnings, expecting modest upside for the March quarter and better-than-feared results for the June quarter. The bank maintains an overweight rating on Apple with a price target of $315, citing catalysts like continued iPhone strength, potential WWDC announcements, and free cash flow generation. Woodring forecasts Apple shares could reach $300 by September due to multiple expansion and positive EPS revisions.",https://www.investing.com/news/stock-market-news/this-magnificent-7-stock-is-a-good-tactical-long-into-earnings-morgan-stanley-4623105
AMZN,HSBC Sets Currency Terms for Fourth Interim 2025 Dividend,TipRanks,20260420T114011,Somewhat-Bullish,0.322721,1,"HSBC Holdings has announced details for its fourth interim 2025 dividend, set at US$0.45 per ordinary share, payable on April 30, 2026. This payout will be available in US dollars, sterling, or Hong Kong dollars, emphasizing the bank's commitment to shareholder returns. Spark, TipRanks' AI Analyst, rates HSBA as ""Outperform"" due to solid profitability and a positive earnings outlook, despite some concerns about volatile cash flows and credit risk.",https://www.tipranks.com/news/company-announcements/hsbc-sets-currency-terms-for-fourth-interim-2025-dividend
AMZN,Amazon.Com Inc. (AMZN) Stock Price Today,MEXC,20260420T113705,Bullish,0.434922,0,"This article provides details on Amazon.Com Inc. (AMZN) stock performance, trading at $247.01, reflecting a 1.34% decrease from its previous close. It highlights recent price changes, market capitalization, and key financial data for the company. Additionally, it offers a guide on how to buy AMZN stock on MEXC and includes a comprehensive FAQ section addressing common investor questions about Amazon's stock.",https://www.mexc.co/en-IN/stocks/amzn
META,Alphabet Inc. Class A stock (US02079K3059): Is AI infrastructure now the real growth engine?,AD HOC NEWS,20260420T113325,Somewhat-Bullish,0.306581,2,"This article analyzes Google's parent company, Alphabet (GOOGL), focusing on how its substantial investments in AI infrastructure and data centers could drive its future growth amidst competition. The piece suggests that while advertising remains its core strength, diversification into cloud computing and AI applications like Gemini is crucial for sustained earnings growth. It also covers Alphabet's competitive advantages, risks, and potential catalysts for investors in the United States and English-speaking markets.",https://www.ad-hoc-news.de/boerse/news/ueberblick/alphabet-inc-class-a-stock-us02079k3059-is-ai-infrastructure-now-the/69216160
META,Whalen Wealth Management Inc. Grows Holdings in Apple Inc. $AAPL,MarketBeat,20260420T112858,Bullish,0.388956,1,"Whalen Wealth Management Inc. significantly increased its stake in Apple Inc. ($AAPL) by 57% in Q4, making it their 7th largest holding. Despite this institutional growth, insider selling occurred with CEO Tim Cook and SVP Deirdre O'Brien offloading shares under pre-arranged plans. The article also highlights positive catalysts like increased iPhone shipments in China and AI developments, alongside risks such as an escalating antitrust case in India and the recent executive share sales.",https://www.marketbeat.com/instant-alerts/filing-whalen-wealth-management-inc-grows-holdings-in-apple-inc-aapl-2026-04-20/
META,"Google Eyes New Chips to Speed Up AI Results, Challenging Nvidia",Bloomberg.com,20260420T103000,Neutral,0.137861,0,"Google is looking to strengthen its position in the AI chip market by introducing new chips designed for inference, building on recent deals with Meta and Anthropic. This move aims to further challenge Nvidia's dominance in the rapidly growing field of AI semiconductors. The company's AI chips have already become highly sought after by leading AI developers.",https://www.bloomberg.com/news/features/2026-04-20/google-eyes-new-chips-to-speed-up-ai-results-challenging-nvidia
AAPL,QUALCOMM Incorporated stock (US7475251036): Is AI chip diversification strong enough to unlock new u,AD HOC NEWS,20260420T102014,Somewhat-Bullish,0.178655,2,"QUALCOMM's expansion into AI-enabled edge devices via its Snapdragon platforms is a critical move to drive value beyond traditional mobile modems, targeting significant growth in smartphones, automotive, and PCs. The company's dual-engine model, combining IP licensing and SoC product sales, positions it well against rivals and for high-growth sectors, provided it navigates execution challenges and regulatory risks. Investors should monitor its diversification success, particularly in the PC and automotive markets, as well as upcoming earnings and regulatory resolutions.",https://www.ad-hoc-news.de/boerse/news/ueberblick/qualcomm-incorporated-stock-us7475251036-is-ai-chip-diversification/69215357
AAPL,QUALCOMM Incorporated stock (US7475251036): Is AI chip diversification strong enough to unlock new upside?,AD HOC NEWS,20260420T100824,Somewhat-Bullish,0.24644,2,"This report examines QUALCOMM's strategic shift into AI-enabled edge devices and its potential to drive growth beyond smartphones. It delves into the company's dual-engine business model, key products like Snapdragon, and its competitive positioning against rivals. The article also addresses risks, analyst views, and what investors should monitor for QUALCOMM's future stock performance.",https://www.ad-hoc-news.de/boerse/ueberblick/qualcomm-incorporated-stock-us7475251036-is-ai-chip-diversification/69215357
AAPL,Mizuho downgrades Skyworks Solutions stock rating on handset concerns By Investing.com,Investing.com Canada,20260420T100331,Somewhat-Bearish,-0.218261,0,"Mizuho has downgraded Skyworks Solutions (NASDAQ:SWKS) to Underperform from Neutral, lowering its price target to $46 due to concerns about the declining global handset market, which accounts for 60-70% of Skyworks' revenue. The firm projects a significant year-over-year decline in handset volumes for 2026 and 2027, exacerbated by memory shortages and increasing radio frequency insourcing by Chinese companies. This downgrade comes despite Skyworks reporting strong Q1 2026 financial results, though other analysts have also expressed mixed sentiments regarding the company's future.",https://ca.investing.com/news/stock-market-news/mizuho-downgrades-skyworks-solutions-stock-rating-on-handset-concerns-93CH-4573235
AAPL,Mizuho downgrades Qorvo stock rating on handset volume concerns By Investing.com,Investing.com Canada,20260420T100324,Neutral,-0.147787,1,"Mizuho has downgraded Qorvo Inc. (NASDAQ:QRVO) to Underperform from Neutral, reducing its price target to $66 from $70 due to concerns over declining global handset volumes and increasing competitive pressures. The firm predicts over 10% year-over-year decline in handset volumes for 2026, further exacerbated by memory shortages and rising RF insourcing by Chinese manufacturers. Despite recent positive earnings for Qorvo, Wolfe Research also downgraded its rating, citing challenges in RF content gains and handset market consolidation amidst an ongoing merger review with Skyworks Solutions.",https://ca.investing.com/news/stock-market-news/mizuho-downgrades-qorvo-stock-rating-on-handset-volume-concerns-93CH-4573244
AAPL,PayPal Holdings Inc stock (US70450Y1038): Is its branded checkout push strong enough to unlock new upside?,AD HOC NEWS,20260420T095026,Neutral,0.058163,3,"PayPal's renewed focus on branded checkout solutions is being evaluated as a strategy to regain momentum amidst stiff competition from other digital payment platforms like Apple Pay and Shopify. The article examines PayPal's core business model, product suite, competitive position, and strategic initiatives, emphasizing its importance for investors in the United States and other English-speaking markets. While analysts largely hold a neutral view, the success of this branded checkout push and other innovations will be crucial for unlocking new upside and delivering shareholder value.",https://www.ad-hoc-news.de/boerse/news/ueberblick/paypal-holdings-inc-stock-us70450y1038-is-its-branded-checkout-push/69215055
AAPL,[Form 3/A] MIND CTI LTD Amended Initial Statement of Beneficial Ownership,Stock Titan,20260420T094008,Neutral,0.017314,0,"MIND CTI LTD's VP of IT, Nissan Shoval Cohen, filed an amended Form 3/A updating his beneficial ownership. The amendment clarifies that he directly holds 25,300 Ordinary Shares, correcting a previous filing's aggregate number. He also holds stock options for 15,000 Ordinary Shares, vesting in 2026 with an exercise price of $0.003, expiring in 2027.",https://www.stocktitan.net/sec-filings/MNDO/form-3-a-mind-cti-ltd-amended-initial-statement-of-beneficial-ownersh-ea749272e759.html
AAPL,Mizuho downgrades Qorvo stock rating on handset volume concerns,Investing.com,20260420T093849,Neutral,-0.125381,0,"Mizuho has downgraded Qorvo Inc. (NASDAQ:QRVO) from Neutral to Underperform and lowered its price target to $66 from $70, citing projected declines in global handset volumes and increased RF insourcing by Chinese manufacturers. Despite Qorvo exceeding third-quarter earnings expectations, other recent news includes Wolfe Research downgrading Qorvo due to struggles with RF content gains and the ongoing acquisition by Skyworks Solutions, which has prompted a ""Second Request"" from the FTC. These factors highlight significant shifts and competitive headwinds within the semiconductor industry for Qorvo.",https://www.investing.com/news/analyst-ratings/mizuho-downgrades-qorvo-stock-rating-on-handset-volume-concerns-93CH-4622681
AAPL,Apple Inc. $AAPL is Stratos Wealth Partners LTD.'s Largest Position,MarketBeat,20260420T090705,Somewhat-Bullish,0.226963,2,"Stratos Wealth Partners LTD. increased its stake in Apple Inc. ($AAPL) by 0.8% in Q4, making it their largest holding. While Apple shows positive momentum with strong Q1 results and increased iPhone shipments in China, insider selling by CEO Tim Cook and SVP Deirdre O'Brien, along with heavy options activity, signal potential near-term volatility and margin pressures from rising component costs.",https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-stratos-wealth-partners-ltds-largest-position-2026-04-20/
AAPL,JB Capital LLC Cuts Stock Holdings in Apple Inc. $AAPL,MarketBeat,20260420T090657,Somewhat-Bullish,0.298635,2,"JB Capital LLC reduced its stake in Apple Inc. by 8.2% in the fourth quarter, selling 11,785 shares and holding 131,912 shares valued at $35.86 million. Despite this, Apple reported strong quarterly earnings, beating analyst estimates with EPS of $2.84 and revenue of $143.76 billion, indicating significant year-over-year growth. The stock maintains a ""Moderate Buy"" consensus rating with a target price of $301.33, driven by positive catalysts like increased iPhone shipments in China and analyst upgrades, but faces potential volatility from options activity and rising component costs.",https://www.marketbeat.com/instant-alerts/filing-jb-capital-llc-cuts-stock-holdings-in-apple-inc-aapl-2026-04-20/
AAPL,"Perpetual Ltd Purchases 24,919 Shares of Apple Inc. $AAPL",MarketBeat,20260420T084802,Bullish,0.412475,3,"Perpetual Ltd increased its stake in Apple Inc. (NASDAQ:AAPL) by 30.4% in the fourth quarter, purchasing an additional 24,919 shares to reach a total of 106,994 shares valued at $29.09 million. Other institutional investors like Norges Bank, Nuveen LLC, and Northern Trust Corp also grew their holdings, bringing total institutional ownership to 67.73%. Analysts maintain a ""Moderate Buy"" rating for Apple with an average price target of $301.33, driven by positive indicators such as strong iPhone shipment growth in China and recent price-target upgrades.",https://www.marketbeat.com/instant-alerts/filing-perpetual-ltd-purchases-24919-shares-of-apple-inc-aapl-2026-04-20/
AAPL,"Moseley Investment Management Inc. Sells 2,133 Shares of Apple Inc. $AAPL",MarketBeat,20260420T084759,Neutral,0.11823,1,"Moseley Investment Management Inc. reduced its stake in Apple Inc. by 2.9% in the fourth quarter, selling 2,133 shares and retaining 71,072 shares valued at $19.32 million. Apple accounts for 6.0% of the firm's holdings and is its second-largest position. Insider selling by CEO Tim Cook and SVP Deirdre O'Brien also occurred, while the stock has seen positive catalysts from increased iPhone shipments in China and analyst upgrades, contributing to a ""Moderate Buy"" consensus rating and a target price of $301.33.",https://www.marketbeat.com/instant-alerts/filing-moseley-investment-management-inc-sells-2133-shares-of-apple-inc-aapl-2026-04-20/
AAPL,The $666 Board That Built Apple: How the Apple I Changed Computing 50 Years Ago,Open Culture,20260420T080702,Somewhat-Bullish,0.312699,0,"The article delves into the history of the Apple I, released 50 years ago, highlighting its significance as the foundational product for Apple Inc. It emphasizes the engineering genius of Steve Wozniak, who designed the initial board, and contrasts the DIY computing experience of 1976 with modern, ready-to-use devices. The Apple I, costing $666.66 at launch, was sold as an assembled board without peripherals, marking a major step in consumer computer convenience and embodying Apple's early values of minimalism and accessibility.",https://www.openculture.com/2026/04/the-666-board-that-built-apple-how-the-apple-i-changed-computing-50-years-ago.html
AAPL,Omdia: AMOLED Smartphone Display Shipments Expected to Decline Sharply in 2026,Morningstar,20260420T075950,Neutral,-0.118339,-2,"Omdia forecasts a sharp 7% decline in AMOLED smartphone display shipments in 2026, reaching 778 million units. This downturn is primarily attributed to rising memory prices increasing component costs for smartphones, which will particularly impact Chinese brands, and broader macroeconomic factors like geopolitical tensions and inflation driving up costs. Despite Apple's aggressive sales strategy, overall market demand is expected to weaken, potentially leading Chinese AMOLED panel makers to aggressive pricing to maintain utilization rates.",https://www.morningstar.com/news/business-wire/20260417708632/omdia-amoled-smartphone-display-shipments-expected-to-decline-sharply-in-2026
AAPL,Apple Inc. $AAPL Holdings Trimmed by First American Bank,MarketBeat,20260420T074258,Somewhat-Bullish,0.268419,1,"First American Bank reduced its stake in Apple Inc. (NASDAQ:AAPL) by 1.3% in Q4, although Apple remains its largest holding. This trimming comes despite Apple beating Q1 earnings estimates and experiencing a surge in iPhone shipments in China. Additionally, two Apple executives, SVP Deirdre O'Brien and CEO Tim Cook, sold significant shares under Rule 10b5-1 plans in early April, while the company maintains a ""Moderate Buy"" analyst consensus.",https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-holdings-trimmed-by-first-american-bank-2026-04-20/
AAPL,Chatterton & Associates Inc. Takes $1.33 Million Position in Apple Inc. $AAPL,MarketBeat,20260420T074102,Somewhat-Bullish,0.307346,1,"Chatterton & Associates Inc. recently acquired a new position in Apple Inc. (NASDAQ:AAPL), purchasing 4,884 shares valued at approximately $1.33 million. This comes as several major institutions have also built or increased their stakes, bringing Apple's institutional ownership to 67.73%. The company reported strong quarterly earnings, exceeding analyst estimates for both EPS and revenue, and maintains a market capitalization near $3.97 trillion.",https://www.marketbeat.com/instant-alerts/filing-chatterton-associates-inc-takes-133-million-position-in-apple-inc-aapl-2026-04-20/
AAPL,Arta Finance Wealth Management LLC Invests $9.18 Million in Apple Inc. $AAPL,MarketBeat,20260420T072300,Somewhat-Bullish,0.31007,0,"Arta Finance Wealth Management LLC recently acquired a new stake in Apple Inc. (NASDAQ:AAPL), purchasing 33,762 shares valued at approximately $9.18 million. This investment makes Apple its 6th biggest position, comprising around 4.7% of its portfolio. Other institutional investors like Overbrook Management Corp, Highland Capital Management LLC, and Citizens Financial Group Inc. RI also modified their holdings in Apple during recent quarters.",https://www.marketbeat.com/instant-alerts/filing-arta-finance-wealth-management-llc-invests-918-million-in-apple-inc-aapl-2026-04-20/
AAPL,"Alphabet’s Google May Be Sitting On A $234B Gold Mine — And SpaceX, Anthropic IPOs Could Unlock It This Year",Stocktwits,20260420T070042,Somewhat-Bullish,0.320717,1,"Alphabet (Google) holds significant stakes in SpaceX (6.1%) and AI rival Anthropic (14%). With anticipated IPOs for both companies later this year, Google's combined holdings could surge in value to approximately $234 billion, representing a substantial unrealized windfall. Retail investors are already seeking exposure to these pre-IPO tech firms through various funds.",https://stocktwits.com/news-articles/markets/equity/alphabet-s-google-may-be-sitting-on-a-234-b-gold-mine-and-space-x-anthropic-ip-os-could-unlock-it-this-year/cZBdcnVRIyS
AAPL,"BOCI Raises Bilibili-W (09626.HK) TP to HKD244, Rational Focus on AI Investment for Predictable Returns",AASTOCKS.com,20260420T060859,Neutral,0.090393,2,"BOCI has increased its target price for BILIBILI-W (09626.HK) from HKD233 to HKD244, maintaining a Buy rating. This adjustment follows BOCI's prediction of a 7% YoY revenue growth for 1QFY26, with significant contributions from advertising and expected benefits from rational AI investments in 2026. The company's adjusted net profit is projected to increase by 60% YoY, surpassing market expectations.",http://www.aastocks.com/en/usq/news/comment.aspx?source=AAFN&id=NOW.1518734&catg=4
META,Here’s How Apple (AAPL) Plans to Compete with Meta (META) In Smart Glasses,Insider Monkey,20260420T053802,Somewhat-Bullish,0.27346,0,"Apple Inc. (NASDAQ:AAPL) is reportedly testing four different designs for its AI-powered smart glasses, aiming to compete with Meta Platforms. These designs include various frame styles and a unique camera design to differentiate them from Meta's offerings. Internally known as N50, the glasses are expected to be unveiled in late 2026 or early 2027, with a commercial launch planned for 2027, positioning them as a premium product deeply integrated with the iPhone.",https://www.insidermonkey.com/blog/heres-how-apple-aapl-plans-to-defeat-meta-meta-in-smart-glasses-1741122/
META,"MRVL, INTC, AMD Stocks Clocked 52-Week Highs Last Week: What Drove Chip Stocks Higher?",Stocktwits,20260420T050500,Bullish,0.402878,2,"Marvell Technology (MRVL), Intel (INTC), and Advanced Micro Devices (AMD) shares reached 52-week highs last Friday, driven by increasing investor confidence in the AI infrastructure boom. Marvell benefited from demand for optical networking in AI data centers, Intel is repositioning itself as a key AI infrastructure player through foundry services, and AMD secured a multi-year deal with Meta Platforms for its AI infrastructure. Analyst ratings and retail sentiment remain largely bullish for these chip stocks.",https://stocktwits.com/news-articles/markets/equity/mrvl-intc-amd-stocks-clocked-52-week-highs-last-week-what-drove-them-higher/cZB56kFRIyi
AAPL,Garmin Fenix 7: Solar Power Edge Faces Battery Rivals' Surge,AD HOC NEWS,20260420T045237,Neutral,0.132838,3,"The Garmin Fenix 7 series, known for its solar charging capabilities and rugged durability, continues to be a top choice for serious athletes and outdoor enthusiasts, offering extended battery life and comprehensive training metrics. While newer competitors are challenging its lead with faster charging speeds, Garmin's commitment to R&D, proprietary mapping, and health algorithms helps it maintain a strong market position. The article highlights the Fenix 7's crucial role in Garmin's fitness segment growth amidst a booming wearables market and increasing consumer focus on preventive health.",https://www.ad-hoc-news.de/boerse/news/ueberblick/garmin-fenix-7-solar-power-edge-faces-battery-rivals-surge/69211738
META,"Google Teams Up With Marvell Technology To Build New AI Chips, Invests Heavily In TPU Strategy Amid Nvidia Dominance: Report",Benzinga,20260420T044024,Somewhat-Bullish,0.286715,1,"Google is collaborating with Marvell Technology to develop new AI chips, including a memory processing unit and a next-generation Tensor Processing Unit (TPU). This move aims to enhance AI model efficiency, address data movement bottlenecks, and reduce Google's reliance on Nvidia's dominant GPUs. The company's in-house TPU strategy is increasingly contributing to its cloud revenue growth, with Google also becoming a significant customer for Taiwan Semiconductor Manufacturing Company.",https://www.benzinga.com/markets/tech/26/04/51904723/google-marvell-ai-chips-tpu-strategy-nvidia-competition-report
AAPL,Movado Group Inc stock (US6245801062): Is its luxury watch positioning strong enough to unlock new upside?,AD HOC NEWS,20260420T043959,Somewhat-Bullish,0.169069,2,"Movado Group Inc. operates in the accessible luxury watch market with brands like Movado, Concord, and Ebel, targeting middle-to-upper market segments. The company's business model relies on a curated portfolio of brands and a focus on design innovation and heritage, primarily serving the North American market. Movado Group's strategic initiatives include digital transformation, partnerships with influencers, and direct retail expansion, aimed at engaging younger generations and ensuring consistent margins.",https://www.ad-hoc-news.de/boerse/news/ueberblick/movado-group-inc-stock-us6245801062-is-its-luxury-watch-positioning/69211757
